user_id,stock,price,quantity,side,timestamp
10,AAPL,237.6,23,Buy,2025-03-05
42,AAPL,236.64,36,Buy,2025-03-05
18,AAPL,231.27,49,Buy,2025-03-05
43,AAPL,230.77,8,Buy,2025-03-05
3,AAPL,237.82,22,Buy,2025-03-05
11,AAPL,236.65,34,Buy,2025-03-05
44,AAPL,235.95,31,Buy,2025-03-05
41,AAPL,236.5,34,Buy,2025-03-05
39,AAPL,235.12,33,Buy,2025-03-05
42,AAPL,234.03,22,Buy,2025-03-06
15,AAPL,235.84,48,Buy,2025-03-06
43,AAPL,234.12,22,Buy,2025-03-06
34,AAPL,231.05,19,Buy,2025-03-06
19,AAPL,232.23,35,Buy,2025-03-06
22,AAPL,232.55,49,Buy,2025-03-06
33,AAPL,234.92,3,Buy,2025-03-06
42,AAPL,230.88,78,Sell,2025-03-06
35,AAPL,238.26,31,Buy,2025-03-06
13,AAPL,230.86,29,Sell,2025-03-06
49,AAPL,237.98,9,Buy,2025-03-06
6,AAPL,237.36,2,Buy,2025-03-06
24,AAPL,238.5,10,Buy,2025-03-06
31,AAPL,232.02,10,Buy,2025-03-06
30,AAPL,232.08,3,Sell,2025-03-06
44,AAPL,235.31,48,Buy,2025-03-06
1,AAPL,234.81,10,Sell,2025-03-06
18,AAPL,235.55,72,Sell,2025-03-06
26,AAPL,230.49,22,Buy,2025-03-06
15,AAPL,231.17,21,Buy,2025-03-06
34,AAPL,237.96,6,Sell,2025-03-06
43,AAPL,237.85,8,Buy,2025-03-06
23,AAPL,238.61,47,Buy,2025-03-06
41,AAPL,238.99,83,Sell,2025-03-07
7,AAPL,234.65,30,Buy,2025-03-07
22,AAPL,237.42,11,Sell,2025-03-07
44,AAPL,241.57,68,Sell,2025-03-07
28,AAPL,234.28,21,Sell,2025-03-07
16,AAPL,235.77,45,Buy,2025-03-07
8,AAPL,238.11,24,Sell,2025-03-07
48,AAPL,236.01,42,Buy,2025-03-07
40,AAPL,234.93,6,Buy,2025-03-07
33,AAPL,237.73,3,Sell,2025-03-07
38,AAPL,239.92,20,Buy,2025-03-07
36,AAPL,236.16,33,Sell,2025-03-07
20,AAPL,241.97,43,Sell,2025-03-07
13,AAPL,234.31,4,Buy,2025-03-07
19,AAPL,228.47,5,Sell,2025-03-10
30,AAPL,222.19,16,Sell,2025-03-10
35,AAPL,229.53,21,Buy,2025-03-10
2,AAPL,229.29,2,Sell,2025-03-10
45,AAPL,223.71,48,Sell,2025-03-10
10,AAPL,226.95,1,Buy,2025-03-10
8,AAPL,228.3,27,Buy,2025-03-10
24,AAPL,227.46,17,Buy,2025-03-10
22,AAPL,222.42,20,Sell,2025-03-10
25,AAPL,224.37,9,Buy,2025-03-10
25,AAPL,224.59,25,Buy,2025-03-10
12,AAPL,229.15,8,Sell,2025-03-10
11,AAPL,216.61,15,Buy,2025-03-11
17,AAPL,218.73,41,Buy,2025-03-11
25,AAPL,216.95,32,Buy,2025-03-11
47,AAPL,220.75,14,Sell,2025-03-11
5,AAPL,224.1,19,Buy,2025-03-11
42,AAPL,222.67,13,Buy,2025-03-11
19,AAPL,222.08,45,Buy,2025-03-11
16,AAPL,216.3,49,Buy,2025-03-11
3,AAPL,217.8,3,Buy,2025-03-11
36,AAPL,219.76,22,Buy,2025-03-11
32,AAPL,220.14,15,Buy,2025-03-11
32,AAPL,216.9,26,Buy,2025-03-11
23,AAPL,223.14,24,Buy,2025-03-11
27,AAPL,216.84,10,Sell,2025-03-11
6,AAPL,218.44,1,Sell,2025-03-11
23,AAPL,223.68,8,Buy,2025-03-11
39,AAPL,223.15,7,Buy,2025-03-11
41,AAPL,216.71,16,Sell,2025-03-11
47,AAPL,218.16,1,Sell,2025-03-11
35,AAPL,212.43,41,Buy,2025-03-12
8,AAPL,212.08,49,Buy,2025-03-12
42,AAPL,214.44,28,Buy,2025-03-12
4,AAPL,216.77,39,Sell,2025-03-12
32,AAPL,213.27,11,Buy,2025-03-12
42,AAPL,218.1,13,Buy,2025-03-12
22,AAPL,218.4,5,Sell,2025-03-12
50,AAPL,218.39,13,Buy,2025-03-12
45,AAPL,212.77,26,Buy,2025-03-12
27,AAPL,217.17,17,Buy,2025-03-12
7,AAPL,216.68,49,Buy,2025-03-12
19,AAPL,214.08,18,Buy,2025-03-12
32,AAPL,214.24,2,Buy,2025-03-12
29,AAPL,219.45,9,Sell,2025-03-12
35,AAPL,215.85,4,Buy,2025-03-12
21,AAPL,211.84,10,Sell,2025-03-12
30,AAPL,219.81,45,Buy,2025-03-12
41,AAPL,216.11,48,Buy,2025-03-12
32,AAPL,217.73,48,Buy,2025-03-12
3,AAPL,216.11,34,Buy,2025-03-12
45,AAPL,212.65,22,Sell,2025-03-12
1,AAPL,218.67,2,Sell,2025-03-12
14,AAPL,216.33,46,Buy,2025-03-12
48,AAPL,207.79,6,Buy,2025-03-13
25,AAPL,209.48,49,Buy,2025-03-13
26,AAPL,209.44,38,Buy,2025-03-13
44,AAPL,206.53,13,Buy,2025-03-13
10,AAPL,206.67,10,Buy,2025-03-13
3,AAPL,209.4,26,Buy,2025-03-13
8,AAPL,206.32,37,Buy,2025-03-13
6,AAPL,206.48,33,Buy,2025-03-13
37,AAPL,210.29,17,Buy,2025-03-13
5,AAPL,212.02,19,Buy,2025-03-13
22,AAPL,212.93,3,Sell,2025-03-13
8,AAPL,206.9,25,Buy,2025-03-13
45,AAPL,205.59,45,Buy,2025-03-13
34,AAPL,207.95,44,Buy,2025-03-13
1,AAPL,211.39,24,Buy,2025-03-14
12,AAPL,210.17,8,Buy,2025-03-14
9,AAPL,214.71,35,Buy,2025-03-14
39,AAPL,212.39,37,Sell,2025-03-14
48,AAPL,210.98,38,Sell,2025-03-14
42,AAPL,215.29,45,Buy,2025-03-14
27,AAPL,208.49,40,Buy,2025-03-14
35,AAPL,213.17,6,Buy,2025-03-14
36,AAPL,213.86,6,Sell,2025-03-14
4,AAPL,210.9,10,Sell,2025-03-14
2,AAPL,216.04,12,Buy,2025-03-14
9,AAPL,214.17,28,Buy,2025-03-14
44,AAPL,210.75,42,Buy,2025-03-14
50,AAPL,212.96,31,Buy,2025-03-17
9,AAPL,210.71,41,Buy,2025-03-17
30,AAPL,213.68,30,Buy,2025-03-17
17,AAPL,210.91,11,Buy,2025-03-17
15,AAPL,216.14,155,Sell,2025-03-17
21,AAPL,213.35,7,Sell,2025-03-17
8,AAPL,209.89,43,Buy,2025-03-17
29,AAPL,215.16,1,Sell,2025-03-17
42,AAPL,214.82,98,Sell,2025-03-17
33,AAPL,209.23,44,Buy,2025-03-17
31,AAPL,210.01,24,Sell,2025-03-17
27,AAPL,209.77,1,Buy,2025-03-17
36,AAPL,213.77,36,Buy,2025-03-17
39,AAPL,210.92,43,Buy,2025-03-17
19,AAPL,210.62,28,Buy,2025-03-17
20,AAPL,211.41,2,Sell,2025-03-17
38,AAPL,215.74,13,Sell,2025-03-17
39,AAPL,211.95,46,Buy,2025-03-17
30,AAPL,216.32,1,Sell,2025-03-17
16,AAPL,210.53,6,Sell,2025-03-17
18,AAPL,215.51,11,Sell,2025-03-17
31,AAPL,214.6,1,Sell,2025-03-17
3,AAPL,209.64,15,Buy,2025-03-18
8,AAPL,214.87,24,Buy,2025-03-18
10,AAPL,211.35,15,Buy,2025-03-18
39,AAPL,208.79,27,Sell,2025-03-18
33,AAPL,207.73,4,Sell,2025-03-18
43,AAPL,213.71,31,Sell,2025-03-18
39,AAPL,207.96,85,Sell,2025-03-18
31,AAPL,207.96,38,Buy,2025-03-18
50,AAPL,212.88,31,Sell,2025-03-18
32,AAPL,209.08,8,Sell,2025-03-18
14,AAPL,215.86,30,Buy,2025-03-18
45,AAPL,210.47,93,Sell,2025-03-18
26,AAPL,209.15,75,Sell,2025-03-18
7,AAPL,209.64,36,Buy,2025-03-18
3,AAPL,210.65,13,Sell,2025-03-18
14,AAPL,212.83,66,Sell,2025-03-18
44,AAPL,208.1,55,Sell,2025-03-18
39,AAPL,210.65,1,Sell,2025-03-18
26,AAPL,208.44,21,Sell,2025-03-18
7,AAPL,211.36,49,Buy,2025-03-18
22,AAPL,215.85,2,Buy,2025-03-18
11,AAPL,213.26,43,Buy,2025-03-18
21,AAPL,208.12,1,Sell,2025-03-18
8,AAPL,208.08,35,Buy,2025-03-18
21,AAPL,210.34,5,Buy,2025-03-18
29,AAPL,214.26,38,Buy,2025-03-18
4,AAPL,207.62,4,Sell,2025-03-18
47,AAPL,214.6,43,Buy,2025-03-19
19,AAPL,218.38,78,Sell,2025-03-19
41,AAPL,212.56,36,Buy,2025-03-19
6,AAPL,215.87,31,Buy,2025-03-19
2,AAPL,213.97,12,Sell,2025-03-19
43,AAPL,217.63,50,Buy,2025-03-19
11,AAPL,213.84,98,Sell,2025-03-19
17,AAPL,213.35,7,Buy,2025-03-19
12,AAPL,216.67,24,Buy,2025-03-19
41,AAPL,210.46,2,Sell,2025-03-19
3,AAPL,211.73,15,Buy,2025-03-19
20,AAPL,214.51,4,Buy,2025-03-19
9,AAPL,210.17,1,Sell,2025-03-19
48,AAPL,215.17,13,Sell,2025-03-19
42,AAPL,214.2,46,Buy,2025-03-19
29,AAPL,214.5,8,Buy,2025-03-19
12,AAPL,218.19,42,Sell,2025-03-19
41,AAPL,215.17,14,Buy,2025-03-19
41,AAPL,213.78,24,Buy,2025-03-19
1,AAPL,212.36,39,Buy,2025-03-19
48,AAPL,215.57,17,Buy,2025-03-19
47,AAPL,218.37,30,Buy,2025-03-19
16,AAPL,212.74,15,Buy,2025-03-19
9,AAPL,214.8,88,Sell,2025-03-19
48,AAPL,212.98,2,Sell,2025-03-19
27,AAPL,218.03,47,Buy,2025-03-19
12,AAPL,214.75,47,Buy,2025-03-19
5,AAPL,217.51,18,Buy,2025-03-19
19,AAPL,216.59,13,Buy,2025-03-20
23,AAPL,212.88,79,Sell,2025-03-20
45,AAPL,215.48,1,Sell,2025-03-20
33,AAPL,214.59,8,Sell,2025-03-20
44,AAPL,216.67,15,Buy,2025-03-20
10,AAPL,217.33,41,Sell,2025-03-20
46,AAPL,214.41,4,Sell,2025-03-20
41,AAPL,214.23,15,Buy,2025-03-20
45,AAPL,215.37,2,Sell,2025-03-20
29,AAPL,210.98,25,Buy,2025-03-20
28,AAPL,210.22,4,Buy,2025-03-20
8,AAPL,216.31,193,Sell,2025-03-20
50,AAPL,212.66,9,Sell,2025-03-20
4,AAPL,217.38,1,Sell,2025-03-20
30,AAPL,214.48,25,Buy,2025-03-20
17,AAPL,210.1,43,Buy,2025-03-20
17,AAPL,218.66,62,Sell,2025-03-21
1,AAPL,213.43,11,Buy,2025-03-21
27,AAPL,214.64,43,Buy,2025-03-21
40,AAPL,214.02,34,Buy,2025-03-21
4,AAPL,213.85,24,Buy,2025-03-21
1,AAPL,218.68,23,Buy,2025-03-21
25,AAPL,217.42,15,Buy,2025-03-21
16,AAPL,221.53,49,Buy,2025-03-21
44,AAPL,221.55,18,Sell,2025-03-21
50,AAPL,216.55,16,Buy,2025-03-21
27,AAPL,223.78,5,Buy,2025-03-24
19,AAPL,218.81,19,Buy,2025-03-24
48,AAPL,221.87,23,Buy,2025-03-24
46,AAPL,218.87,6,Sell,2025-03-24
31,AAPL,218.37,6,Sell,2025-03-24
19,AAPL,217.54,109,Sell,2025-03-24
14,AAPL,222.16,11,Sell,2025-03-24
8,AAPL,216.1,10,Buy,2025-03-24
46,AAPL,218.71,1,Sell,2025-03-24
32,AAPL,221.83,75,Sell,2025-03-24
44,AAPL,222.75,38,Buy,2025-03-24
48,AAPL,220.33,23,Sell,2025-03-24
6,AAPL,218.95,43,Buy,2025-03-24
47,AAPL,223.73,46,Buy,2025-03-24
36,AAPL,217.71,31,Buy,2025-03-24
40,AAPL,220.43,3,Sell,2025-03-24
40,AAPL,216.53,34,Sell,2025-03-24
27,AAPL,222.45,28,Sell,2025-03-24
38,AAPL,215.61,5,Sell,2025-03-24
16,AAPL,217.33,90,Sell,2025-03-24
43,AAPL,221.22,28,Buy,2025-03-25
33,AAPL,223.21,11,Buy,2025-03-25
24,AAPL,225.59,5,Buy,2025-03-25
50,AAPL,227.13,46,Buy,2025-03-25
7,AAPL,221.77,124,Sell,2025-03-25
14,AAPL,226.72,23,Buy,2025-03-25
44,AAPL,223.0,112,Sell,2025-03-25
45,AAPL,219.41,33,Buy,2025-03-25
38,AAPL,226.81,3,Buy,2025-03-25
10,AAPL,227.1,25,Buy,2025-03-25
29,AAPL,222.9,11,Sell,2025-03-25
15,AAPL,225.68,29,Buy,2025-03-25
20,AAPL,223.78,19,Buy,2025-03-25
47,AAPL,219.03,33,Sell,2025-03-25
11,AAPL,221.79,16,Sell,2025-03-25
3,AAPL,219.32,5,Buy,2025-03-25
7,AAPL,223.88,38,Sell,2025-03-25
10,AAPL,226.83,9,Sell,2025-03-25
33,AAPL,224.3,40,Buy,2025-03-25
37,AAPL,216.43,42,Buy,2025-03-26
12,AAPL,221.14,4,Buy,2025-03-26
21,AAPL,224.85,31,Buy,2025-03-26
38,AAPL,221.91,27,Buy,2025-03-26
48,AAPL,219.32,25,Buy,2025-03-26
32,AAPL,218.21,50,Buy,2025-03-26
12,AAPL,223.29,55,Sell,2025-03-26
50,AAPL,217.15,68,Sell,2025-03-26
19,AAPL,222.96,46,Buy,2025-03-26
11,AAPL,221.28,8,Buy,2025-03-26
23,AAPL,224.33,2,Buy,2025-03-26
17,AAPL,222.42,13,Buy,2025-03-26
9,AAPL,221.17,2,Sell,2025-03-26
4,AAPL,217.75,11,Sell,2025-03-26
37,AAPL,216.48,13,Buy,2025-03-26
21,AAPL,220.8,17,Buy,2025-03-27
21,AAPL,226.07,24,Buy,2025-03-27
28,AAPL,225.54,9,Buy,2025-03-27
26,AAPL,220.89,40,Buy,2025-03-27
15,AAPL,220.26,44,Buy,2025-03-27
11,AAPL,220.04,26,Buy,2025-03-27
29,AAPL,222.08,25,Buy,2025-03-27
49,AAPL,218.64,40,Buy,2025-03-27
24,AAPL,218.58,70,Sell,2025-03-27
22,AAPL,220.74,34,Buy,2025-03-27
9,AAPL,221.9,7,Sell,2025-03-27
33,AAPL,219.3,18,Buy,2025-03-27
20,AAPL,222.39,44,Buy,2025-03-27
25,AAPL,224.5,165,Sell,2025-03-27
23,AAPL,223.87,2,Buy,2025-03-27
49,AAPL,222.5,20,Sell,2025-03-27
26,AAPL,221.13,20,Sell,2025-03-27
47,AAPL,225.08,62,Sell,2025-03-27
27,AAPL,223.81,10,Buy,2025-03-27
17,AAPL,224.68,1,Buy,2025-03-27
24,AAPL,222.6,1,Sell,2025-03-27
23,AAPL,227.15,3,Sell,2025-03-27
41,AAPL,224.6,3,Buy,2025-03-27
33,AAPL,215.37,43,Buy,2025-03-28
22,AAPL,220.67,40,Buy,2025-03-28
28,AAPL,214.59,14,Sell,2025-03-28
48,AAPL,219.84,23,Sell,2025-03-28
18,AAPL,216.62,41,Buy,2025-03-28
15,AAPL,219.66,29,Buy,2025-03-28
33,AAPL,218.89,41,Buy,2025-03-28
15,AAPL,212.89,49,Buy,2025-03-28
12,AAPL,217.49,14,Buy,2025-03-28
4,AAPL,214.03,13,Sell,2025-03-28
30,AAPL,215.75,3,Buy,2025-03-28
27,AAPL,216.82,31,Buy,2025-03-28
8,AAPL,214.74,16,Buy,2025-03-28
47,AAPL,215.28,24,Buy,2025-03-28
11,AAPL,219.5,13,Buy,2025-03-28
5,AAPL,223.98,36,Buy,2025-03-31
16,AAPL,225.26,5,Buy,2025-03-31
11,AAPL,224.11,59,Sell,2025-03-31
1,AAPL,222.16,39,Sell,2025-03-31
10,AAPL,221.46,11,Sell,2025-03-31
25,AAPL,218.8,19,Buy,2025-03-31
39,AAPL,225.21,37,Buy,2025-03-31
49,AAPL,218.09,3,Sell,2025-03-31
1,AAPL,218.59,43,Buy,2025-03-31
38,AAPL,218.82,21,Sell,2025-03-31
26,AAPL,222.31,15,Sell,2025-03-31
7,AAPL,224.1,20,Buy,2025-03-31
37,AAPL,224.21,15,Buy,2025-03-31
34,AAPL,218.7,56,Sell,2025-03-31
23,AAPL,225.4,4,Buy,2025-03-31
21,AAPL,218.63,62,Sell,2025-03-31
21,AAPL,223.25,7,Sell,2025-03-31
49,AAPL,218.98,23,Buy,2025-03-31
26,AAPL,224.92,37,Buy,2025-03-31
28,AAPL,218.47,2,Buy,2025-03-31
14,AAPL,222.33,6,Sell,2025-03-31
2,AAPL,217.63,11,Sell,2025-03-31
4,AAPL,223.48,15,Buy,2025-04-01
15,AAPL,218.78,35,Buy,2025-04-01
41,AAPL,221.86,11,Buy,2025-04-01
45,AAPL,226.11,23,Buy,2025-04-01
11,AAPL,226.03,4,Sell,2025-04-01
35,AAPL,218.02,9,Buy,2025-04-01
46,AAPL,219.86,1,Sell,2025-04-01
49,AAPL,225.14,23,Buy,2025-04-01
10,AAPL,222.63,5,Sell,2025-04-01
21,AAPL,220.28,33,Buy,2025-04-01
50,AAPL,220.3,7,Buy,2025-04-01
14,AAPL,221.07,15,Sell,2025-04-01
41,AAPL,224.88,18,Sell,2025-04-01
39,AAPL,226.25,45,Buy,2025-04-01
20,AAPL,218.26,39,Sell,2025-04-01
7,AAPL,223.31,2,Buy,2025-04-01
2,AAPL,222.61,4,Sell,2025-04-01
31,AAPL,221.25,28,Sell,2025-04-01
7,AAPL,226.04,1,Buy,2025-04-01
43,AAPL,226.24,43,Buy,2025-04-01
11,AAPL,222.56,6,Buy,2025-04-01
2,AAPL,219.86,29,Buy,2025-04-01
35,AAPL,219.29,28,Sell,2025-04-01
50,AAPL,222.07,36,Buy,2025-04-01
26,AAPL,221.91,32,Buy,2025-04-02
11,AAPL,221.44,14,Sell,2025-04-02
49,AAPL,222.05,23,Sell,2025-04-02
28,AAPL,224.31,17,Buy,2025-04-02
41,AAPL,227.09,14,Buy,2025-04-02
29,AAPL,219.65,42,Buy,2025-04-02
49,AAPL,225.81,68,Sell,2025-04-02
5,AAPL,220.22,87,Sell,2025-04-02
25,AAPL,226.53,41,Sell,2025-04-02
30,AAPL,223.79,40,Buy,2025-04-02
42,AAPL,222.14,23,Buy,2025-04-02
3,AAPL,225.46,9,Buy,2025-04-02
3,AAPL,221.54,25,Buy,2025-04-02
6,AAPL,222.71,49,Buy,2025-04-02
48,AAPL,201.64,38,Buy,2025-04-03
48,AAPL,199.19,37,Sell,2025-04-03
25,AAPL,203.44,7,Sell,2025-04-03
1,AAPL,205.35,16,Buy,2025-04-03
29,AAPL,202.76,96,Sell,2025-04-03
4,AAPL,205.79,5,Buy,2025-04-03
25,AAPL,199.14,2,Sell,2025-04-03
49,AAPL,200.62,4,Buy,2025-04-03
20,AAPL,203.96,8,Sell,2025-04-03
47,AAPL,205.86,47,Buy,2025-04-03
26,AAPL,200.14,50,Buy,2025-04-03
49,AAPL,202.59,12,Sell,2025-04-03
31,AAPL,205.92,3,Sell,2025-04-03
41,AAPL,204.38,18,Buy,2025-04-03
9,AAPL,202.16,39,Buy,2025-04-03
6,AAPL,204.6,15,Sell,2025-04-03
42,AAPL,205.58,53,Sell,2025-04-03
44,AAPL,204.22,19,Buy,2025-04-03
18,AAPL,201.48,5,Buy,2025-04-03
19,AAPL,205.89,40,Buy,2025-04-03
18,AAPL,201.78,24,Buy,2025-04-03
43,AAPL,199.7,41,Buy,2025-04-03
35,AAPL,205.14,39,Sell,2025-04-03
33,AAPL,188.57,24,Buy,2025-04-04
37,AAPL,187.22,100,Sell,2025-04-04
37,AAPL,189.11,48,Sell,2025-04-04
39,AAPL,187.96,43,Buy,2025-04-04
22,AAPL,190.03,38,Buy,2025-04-04
34,AAPL,187.63,14,Buy,2025-04-04
16,AAPL,189.63,60,Sell,2025-04-04
29,AAPL,189.97,4,Sell,2025-04-04
25,AAPL,184.01,22,Buy,2025-04-04
42,AAPL,189.33,25,Buy,2025-04-04
24,AAPL,189.29,48,Buy,2025-04-04
9,AAPL,184.87,5,Sell,2025-04-04
27,AAPL,190.26,24,Buy,2025-04-04
39,AAPL,188.34,3,Buy,2025-04-04
10,AAPL,186.22,7,Buy,2025-04-04
46,AAPL,184.24,4,Sell,2025-04-04
24,AAPL,184.3,44,Buy,2025-04-04
37,AAPL,187.49,22,Buy,2025-04-04
3,AAPL,181.59,90,Sell,2025-04-07
43,AAPL,181.8,23,Buy,2025-04-07
24,AAPL,180.35,44,Sell,2025-04-07
49,AAPL,181.22,5,Sell,2025-04-07
19,AAPL,178.3,30,Buy,2025-04-07
41,AAPL,184.09,4,Buy,2025-04-07
4,AAPL,179.73,22,Buy,2025-04-07
37,AAPL,182.93,8,Sell,2025-04-07
41,AAPL,181.78,48,Sell,2025-04-07
49,AAPL,179.3,5,Buy,2025-04-07
28,AAPL,183.81,11,Sell,2025-04-07
34,AAPL,180.17,42,Buy,2025-04-07
20,AAPL,183.71,14,Sell,2025-04-07
42,AAPL,178.65,14,Sell,2025-04-07
12,AAPL,181.99,49,Buy,2025-04-07
25,AAPL,179.43,27,Buy,2025-04-07
39,AAPL,182.39,9,Buy,2025-04-07
33,AAPL,178.89,40,Buy,2025-04-07
7,AAPL,181.55,32,Sell,2025-04-07
32,AAPL,177.58,38,Buy,2025-04-07
42,AAPL,179.5,48,Sell,2025-04-07
13,AAPL,179.48,44,Buy,2025-04-07
36,AAPL,177.88,18,Buy,2025-04-07
2,AAPL,182.34,20,Buy,2025-04-07
2,AAPL,178.79,14,Buy,2025-04-07
38,AAPL,184.09,4,Sell,2025-04-07
44,AAPL,182.74,31,Buy,2025-04-07
23,AAPL,182.28,42,Buy,2025-04-07
21,AAPL,183.92,39,Sell,2025-04-07
43,AAPL,183.72,16,Sell,2025-04-07
33,AAPL,170.94,42,Buy,2025-04-08
9,AAPL,168.99,12,Sell,2025-04-08
34,AAPL,172.45,32,Buy,2025-04-08
7,AAPL,174.99,5,Sell,2025-04-08
35,AAPL,175.04,4,Buy,2025-04-08
42,AAPL,168.49,3,Sell,2025-04-08
6,AAPL,172.06,42,Buy,2025-04-08
31,AAPL,168.4,33,Buy,2025-04-08
45,AAPL,168.66,50,Buy,2025-04-08
49,AAPL,168.57,42,Buy,2025-04-08
10,AAPL,174.95,13,Sell,2025-04-08
13,AAPL,168.8,5,Buy,2025-04-08
16,AAPL,173.86,31,Sell,2025-04-08
18,AAPL,170.01,5,Sell,2025-04-08
42,AAPL,173.86,14,Buy,2025-04-08
48,AAPL,169.48,4,Sell,2025-04-08
12,AAPL,170.43,55,Sell,2025-04-08
4,AAPL,174.15,28,Sell,2025-04-08
38,AAPL,173.23,7,Sell,2025-04-08
4,AAPL,171.74,7,Buy,2025-04-08
12,AAPL,170.32,7,Sell,2025-04-08
40,AAPL,172.74,1,Sell,2025-04-08
22,AAPL,172.04,43,Sell,2025-04-08
11,AAPL,170.59,37,Buy,2025-04-08
34,AAPL,170.56,5,Sell,2025-04-08
22,AAPL,194.23,39,Buy,2025-04-09
14,AAPL,201.63,43,Buy,2025-04-09
24,AAPL,194.73,1,Sell,2025-04-09
49,AAPL,195.45,17,Sell,2025-04-09
50,AAPL,196.49,21,Buy,2025-04-09
43,AAPL,195.16,47,Buy,2025-04-09
20,AAPL,201.11,1,Sell,2025-04-09
23,AAPL,196.87,47,Buy,2025-04-09
21,AAPL,199.82,2,Sell,2025-04-09
49,AAPL,197.54,29,Sell,2025-04-09
6,AAPL,200.66,18,Buy,2025-04-09
27,AAPL,201.53,11,Buy,2025-04-09
10,AAPL,200.27,1,Sell,2025-04-09
22,AAPL,196.86,11,Buy,2025-04-09
30,AAPL,194.96,64,Sell,2025-04-09
42,AAPL,201.18,31,Buy,2025-04-09
50,AAPL,199.2,17,Sell,2025-04-09
35,AAPL,197.95,32,Buy,2025-04-09
2,AAPL,201.89,29,Buy,2025-04-09
4,AAPL,200.03,4,Sell,2025-04-09
1,AAPL,197.12,22,Buy,2025-04-09
46,AAPL,198.78,36,Buy,2025-04-09
4,AAPL,195.98,21,Buy,2025-04-09
23,AAPL,194.6,48,Buy,2025-04-09
17,AAPL,197.03,11,Buy,2025-04-09
44,AAPL,198.44,8,Sell,2025-04-09
3,AAPL,187.34,46,Sell,2025-04-10
48,AAPL,191.32,9,Sell,2025-04-10
10,AAPL,189.9,1,Sell,2025-04-10
15,AAPL,190.33,32,Buy,2025-04-10
32,AAPL,189.6,30,Buy,2025-04-10
32,AAPL,189.06,37,Buy,2025-04-10
6,AAPL,187.15,73,Sell,2025-04-10
11,AAPL,192.09,12,Sell,2025-04-10
